User Name,Team,Invitee Name,Invitee First Name,Invitee Last Name,Invitee Email,Invitee Time Zone,Invitee accepted marketing emails,Text Reminder Number,Event Type Name,Start Date & Time,End Date & Time,Location,Event Created Date & Time,Canceled,Canceled By,Cancellation reason,Question 1,Response 1,Question 2,Response 2,UTM Campaign,UTM Source,UTM Medium,UTM Term,UTM Content,Salesforce UUID,Event Price,Payment Currency,Guest Email(s),Invitee Reconfirmed,Marked as No-Show,Meeting Notes,Group,User Email,Event UUID,Invitee UUID,Invitee scheduled by,Scheduling method
K954 Dog Training,,Client 1,Patient 1,Patient 1,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Boarding Drop-off,2024-03-19 11:40 am,2024-03-19 12:10 pm,"K954 Dog Training
4442 NE 20th Ave
Oakland Park, FL 33308",2024-01-25 05:18 pm,False,,,,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,4495a0ad-f3fd-431b-99cc-0d1906119ddb,a65401fa-f870-4eb1-be1b-4c9dde257e94,,
K954 Dog Training,,Client 2,Patient 2,Patient 2,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Boarding Pickup,2024-03-24 05:00 pm,2024-03-24 05:30 pm,"K954 Dog Training
4442 NE 20th Ave
Oakland Park, FL 33308 ",2024-01-25 05:21 pm,False,,,,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,09817620-da40-49b0-8bd1-936962c0aa9e,6749414b-6163-4de1-8943-977988e328b7,,
K954 Dog Training,,Client 3,Patient 3,Patient 3,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Board & Train Drop-off,2024-03-01 09:45 am,2024-03-01 10:15 am,Board and train,2024-02-19 08:51 am,False,,,Please share anything that will help prepare for our meeting.,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,593299dd-aa99-4bd6-914e-f75f1f99723c,0652ae01-150c-4c56-8d9c-cc1efa696e65,,
K954 Dog Training,,Client 4,Patient 4,Patient 4,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,2 Dog Session,2024-03-05 05:00 pm,2024-03-05 06:30 pm,"14010 sw 33rd ct davie florida, 33330",2024-02-22 08:15 pm,True,Host,Vet appointment conflict ,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,2069e14e-03c1-4583-bcd0-34de587cae34,767ed290-a6b0-4370-9a9b-5196f1785907,,
K954 Dog Training,,Client 5,Patient 5,Patient 5,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Behavior Modification,2024-03-04 10:30 am,2024-03-04 11:30 am,"6731 NW 27th Avenue, Fort Lauderdale, FL 33309",2024-02-26 02:03 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,fb12db69-30c8-42f9-8930-94e6f31b1a18,e4e86ed0-d6d4-4ca8-92b6-903cc4e18d72,,
K954 Dog Training,,Client 6,Patient 6,Patient 6,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Behavior Modification,2024-03-03 05:00 pm,2024-03-03 06:00 pm,"2650 Nelson Court, Weston, FL",2024-02-26 07:05 pm,False,,,Phone number,anonymized,Please share anything that will help prepare for our meeting.,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,d6212a4d-9bfa-4054-98a5-4e619c741b05,3b991bf8-fa75-4bbf-acef-711fca044c13,,
K954 Dog Training,,Client 7,Patient 7,Patient 7,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Puppy Preschool,2024-03-04 05:15 pm,2024-03-04 06:15 pm,Fort lauderdale ,2024-02-28 12:42 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,7e4d47a8-102e-40d5-902f-5f81acfe9498,8bf14eb7-8bed-4073-9057-78003f9d6e5f,,
K954 Dog Training,,Client 8,Patient 8,Patient 8,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Puppy Preschool,2024-03-03 10:30 am,2024-03-03 11:30 am,5840 NE 22 Way #706,2024-02-29 02:38 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,744d158f-3417-4720-a5a8-ca19196486d2,415187bb-5cc8-429c-a17b-739b48e3ec82,,
K954 Dog Training,,Client 9,Patient 9,Patient 9,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Puppy Preschool,2024-03-05 09:30 am,2024-03-05 10:30 am,"300 ne 58th st, oakland park, fl 33334",2024-03-02 07:51 pm,False,,,Phone number,anonymized,Please share anything that will help prepare for our meeting.,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,d482ce9a-fc58-49c7-932a-dbe34bf25fd5,5ec239df-a8e9-4982-8df8-2c6de8161554,,
K954 Dog Training,,Client 10,Patient 10,Patient 10,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Boarding Drop-off,2024-03-09 01:00 pm,2024-03-09 01:30 pm,"K954 Dog Training
4442 NE 20th Ave
Oakland Park, FL 33308",2024-03-02 07:53 pm,False,,,Please share anything that will help prepare for our meeting.,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,149c126a-0e10-437b-83dd-917aa12318a5,94b291c7-cf1a-45d5-9dd5-6a7aee63f760,,
K954 Dog Training,,Client 11,Patient 11,Patient 11,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Boarding Pickup,2024-03-10 02:00 pm,2024-03-10 02:30 pm,"K954 Dog Training
4442 NE 20th Ave
Oakland Park, FL 33308 ",2024-03-02 07:54 pm,False,,,,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,d95ba1a2-088c-4cfe-948a-3694720250e7,dccf4a16-df60-478b-aa80-7c133d406b17,,
K954 Dog Training,,Client 12,Patient 12,Patient 12,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,FREE Phone Consultation,2024-03-10 11:00 am,2024-03-10 11:30 am,'+1 954-479-1520,2024-03-02 10:54 pm,False,,,Please share anything that will help prepare for our meeting.,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,3b895c1f-ff54-4bb4-a804-c1a9eafe6691,8c24e54e-91cd-4d6b-93eb-15908d9375a7,,
K954 Dog Training,,Client 13,Patient 13,Patient 13,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,2 Dog Session,2024-03-13 04:00 pm,2024-03-13 05:30 pm,14010 sw 33rd ct davie florida 33330,2024-03-04 12:01 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,930abf94-5308-4558-acae-a5b78017f91b,f2b6ba7c-2dc1-4a01-b7cc-b3923d2d4986,,
K954 Dog Training,,Client 14,Patient 14,Patient 14,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Service Animal,2024-03-10 03:00 pm,2024-03-10 04:00 pm,TBD,2024-03-04 05:01 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,d030e171-99b6-4f9e-8ab3-158b24df3a66,a9d362ae-8627-4cd2-a225-bb0186439214,,
K954 Dog Training,,Client 15,Patient 15,Patient 15,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Service Animal,2024-03-12 05:30 pm,2024-03-12 06:30 pm,TBD,2024-03-04 05:07 pm,True,Host,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,c310cacd-8ee2-4a31-b33d-68f92f15873c,3f419516-7938-4f72-9c19-328b3ed03ae5,,
K954 Dog Training,,Client 16,Patient 16,Patient 16,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Behavior Modification,2024-03-24 12:00 pm,2024-03-24 01:00 pm,"2650 Nelson Court, Weston, FL ",2024-03-04 10:05 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,7b2630fb-2f4d-44c4-8e12-f4cde6263b75,3be5f62f-adce-4cb7-9443-324644abbfcb,,
K954 Dog Training,,Client 17,Patient 17,Patient 17,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,FREE Phone Consultation,2024-03-05 01:00 pm,2024-03-05 01:30 pm,'+1 954-479-1520,2024-03-05 08:08 am,False,,,,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,d0c0cf2b-ca53-437a-bde3-1fc0d61763c9,89dfc290-a402-4868-b385-f595a93fd9e5,,
K954 Dog Training,,Client 18,Patient 18,Patient 18,anonymized@k954dogtraining.com,Eastern Time - US & Canada,,xxx-xxx-xxxx,Puppy Preschool,2024-03-10 12:00 pm,2024-03-10 01:00 pm,"4512 NE 21st Lane, Fort Lauderdale, FL 33308",2024-03-05 01:34 pm,False,,,Phone number,anonymized,,anonymized,,,,,,,,,anonymized,,No,,,niketa@k954dogtraining.com,5c7f8c4a-1b5a-49b7-a3df-321353eeb529,88fa99dd-82c8-4415-8f8b-ca93bd24c555,,
